,Player,Year,Rank,Share,Age,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MOV,SOS,ORtg,DRtg,Atlanta Hawks,Boston Celtics,Brooklyn Nets,Charlotte Hornets,Chicago Bulls,Cleveland Cavaliers,Dallas Mavericks,Denver Nuggets,Detroit Pistons,Golden State Warriors,Houston Rockets,Indiana Pacers,Los Angeles Clippers,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,New Orleans Pelicans,New York Knicks,Oklahoma City Thunder,Orlando Magic,Philadelphia 76ers,Phoenix Suns,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,Toronto Raptors,Utah Jazz,Washington Wizards,Big,Guard,Wing,2000s,2010s,2020s,80s,90s
8532,Corliss Williamson,2002,0,0.0,28.0,1701.0,20.0,0.567,0.006,0.37,8.2,13.9,11.5,1.5,1.1,12.8,29.8,3.2,1.9,5.1,0.144,0.6,-0.9,-0.3,0.7,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8533,Damon Jones,2002,0,0.0,25.0,1083.0,11.2,0.548,0.655,0.208,1.4,9.7,20.9,1.1,0.1,16.4,16.1,1.1,0.8,1.9,0.084,-0.7,-1.0,-1.7,0.1,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8534,Željko Rebrača,2002,0,0.0,29.0,1179.0,16.2,0.569,0.0,0.468,8.4,20.5,5.7,1.3,4.4,15.7,21.4,1.4,1.9,3.3,0.134,-2.9,0.6,-2.3,-0.1,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8535,Jerry Stackhouse,2002,0,0.002,27.0,2685.0,19.0,0.518,0.227,0.437,3.4,10.4,28.4,1.5,1.0,14.5,32.3,3.2,2.6,5.8,0.104,2.6,-1.2,1.4,2.4,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8536,Victor Alexander,2002,0,0.0,32.0,97.0,9.2,0.367,0.039,0.157,8.6,26.6,11.5,0.0,0.7,8.4,28.9,-0.3,0.1,-0.1,-0.073,-5.3,-3.5,-8.8,-0.2,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8537,Ben Wallace,2002,0,0.019,27.0,2921.0,18.6,0.522,0.006,0.488,12.9,28.9,6.2,2.5,6.7,10.7,10.5,4.3,7.2,11.6,0.19,1.2,3.3,4.4,4.8,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8538,Ratko Varda,2002,0,0.0,22.0,6.0,15.0,0.727,0.0,0.333,0.0,19.5,0.0,0.0,0.0,22.5,34.9,0.0,0.0,0.0,0.098,-8.4,2.3,-6.1,0.0,2.13,-0.45,104.8,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8539,Mateen Cleaves,2002,0,0.0,24.0,153.0,8.8,0.486,0.118,0.132,0.7,4.8,25.9,2.3,0.0,27.3,28.1,-0.4,0.2,-0.3,-0.082,-4.9,-2.3,-7.2,-0.2,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8540,Hedo Türkoğlu,2002,0,0.0,22.0,1970.0,14.2,0.514,0.249,0.335,3.5,16.0,12.2,1.5,1.0,9.3,19.2,2.5,2.7,5.2,0.127,0.1,0.7,0.8,1.4,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8541,Mike Bibby,2002,0,0.001,23.0,2659.0,14.9,0.513,0.14,0.196,1.5,7.3,23.0,1.6,0.4,11.1,19.7,3.7,2.6,6.3,0.113,0.3,0.0,0.4,1.6,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8542,Scot Pollard,2002,0,0.0,26.0,1881.0,15.0,0.59,0.0,0.464,10.9,21.0,3.9,1.9,2.7,13.6,11.5,3.4,3.5,6.8,0.175,-0.5,1.3,0.8,1.3,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8543,Lawrence Funderburke,2002,0,0.0,31.0,722.0,13.8,0.49,0.012,0.229,11.5,17.7,6.6,0.8,1.7,10.9,18.2,0.6,1.0,1.6,0.105,-1.3,-0.8,-2.1,0.0,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8544,Gerald Wallace,2002,0,0.0,19.0,430.0,13.3,0.443,0.04,0.263,12.4,9.8,9.6,2.2,0.9,10.1,22.0,0.1,0.6,0.6,0.071,-2.0,-0.4,-2.4,0.0,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8545,Brent Price,2002,0,0.0,33.0,89.0,6.6,0.474,0.556,0.481,4.9,4.7,13.9,1.7,0.7,23.4,20.9,-0.1,0.1,0.0,-0.009,-4.9,-1.0,-5.9,-0.1,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8546,Chucky Brown,2002,0,0.0,33.0,92.0,10.1,0.377,0.0,0.074,11.8,26.2,9.1,1.1,2.9,15.2,15.6,-0.1,0.2,0.1,0.052,-3.6,0.8,-2.8,0.0,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8547,Chris Webber,2002,0,0.029,28.0,2071.0,24.4,0.54,0.018,0.314,7.9,20.1,21.9,2.2,2.4,11.4,29.0,4.8,3.9,8.6,0.2,3.8,1.6,5.4,3.9,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8548,Vlade Divac,2002,0,0.0,33.0,2420.0,17.0,0.513,0.018,0.475,9.2,20.2,17.9,1.6,2.6,15.4,18.4,3.1,4.2,7.3,0.145,0.7,2.1,2.8,2.9,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8549,Doug Christie,2002,0,0.0,31.0,2798.0,15.2,0.578,0.348,0.329,2.9,11.2,17.2,2.9,0.6,16.3,15.6,4.4,4.2,8.6,0.148,0.3,2.2,2.4,3.1,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8550,Peja Stojaković,2002,0,0.001,24.0,2649.0,19.3,0.592,0.274,0.286,3.0,11.9,10.6,1.5,0.4,9.9,23.2,6.8,3.0,9.9,0.179,3.2,-0.2,3.0,3.3,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8551,Bobby Jackson,2002,0,0.0,28.0,1750.0,17.3,0.537,0.29,0.244,5.1,10.1,14.7,2.1,0.4,10.0,23.1,3.2,2.2,5.4,0.148,1.8,0.4,2.1,1.8,7.61,0.0,109.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8552,Ron Mercer,2002,0,0.0,25.0,1716.0,10.2,0.439,0.079,0.152,3.3,8.8,14.2,1.0,0.6,9.5,24.8,-1.5,0.4,-1.1,-0.032,-2.3,-2.3,-4.6,-1.1,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8553,Jeff Foster,2002,0,0.0,25.0,1786.0,12.9,0.493,0.038,0.462,13.3,21.6,6.1,2.1,1.5,14.3,14.0,1.5,2.7,4.2,0.113,-1.7,0.3,-1.4,0.3,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8554,Metta World Peace,2002,0,0.0,22.0,1642.0,15.8,0.501,0.267,0.321,5.1,13.8,14.1,4.5,1.7,14.0,23.5,0.0,2.7,2.7,0.079,-0.4,3.0,2.6,1.9,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8555,Bruno Šundov,2002,0,0.0,21.0,88.0,8.7,0.391,0.025,0.05,9.2,17.5,6.1,1.8,2.4,8.9,23.1,-0.2,0.1,0.0,-0.021,-5.9,-0.7,-6.6,-0.1,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8556,Carlos Rogers,2002,0,0.0,30.0,168.0,15.3,0.574,0.14,0.442,9.6,15.7,3.0,1.6,2.5,8.9,15.2,0.3,0.2,0.5,0.14,0.2,0.2,0.4,0.1,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8557,Jamaal Tinsley,2002,0,0.0,23.0,2442.0,13.4,0.446,0.23,0.245,3.7,9.9,42.8,3.0,1.2,24.3,20.7,-1.3,2.9,1.7,0.033,-0.6,0.2,-0.4,1.0,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8558,Jamison Brewer,2002,0,0.0,21.0,43.0,10.0,0.4,0.2,0.0,5.4,15.4,30.3,2.4,0.0,37.5,8.4,0.0,0.1,0.0,0.052,-3.2,2.2,-1.0,0.0,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8559,Kevin Ollie,2002,0,0.0,29.0,1723.0,12.3,0.51,0.006,0.643,1.7,10.8,26.4,1.9,0.1,19.0,14.9,1.4,1.0,2.4,0.066,-1.7,-0.2,-1.9,0.0,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8560,Brad Miller,2002,0,0.0,25.0,2263.0,20.1,0.572,0.01,0.523,12.7,18.9,12.0,1.8,1.3,11.3,20.6,6.0,2.3,8.3,0.176,2.5,-0.2,2.3,2.5,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8561,Reggie Miller,2002,0,0.0,36.0,2889.0,16.5,0.617,0.485,0.356,0.9,7.5,14.7,1.6,0.2,10.2,18.5,7.7,1.9,9.5,0.159,2.7,-0.2,2.5,3.3,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8562,Primož Brezec,2002,0,0.0,22.0,160.0,9.8,0.538,0.0,0.862,11.6,8.3,5.8,0.0,3.1,13.0,13.0,0.2,0.1,0.3,0.096,-3.0,-0.9,-3.9,-0.1,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8563,Jonathan Bender,2002,0,0.0,21.0,1647.0,10.6,0.538,0.272,0.393,4.5,12.0,6.1,0.6,2.1,15.1,17.5,0.8,1.3,2.0,0.059,-1.5,-0.7,-2.2,-0.1,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8564,Jermaine O'Neal,2002,0,0.0,23.0,2707.0,18.1,0.521,0.012,0.365,8.0,23.1,8.1,0.9,4.4,11.7,24.9,2.3,4.1,6.4,0.113,-0.1,0.2,0.2,1.5,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8565,Al Harrington,2002,0,0.0,21.0,1313.0,14.3,0.526,0.006,0.298,8.5,15.1,7.3,1.6,1.1,12.5,21.6,1.2,1.4,2.6,0.094,-1.5,-0.4,-1.9,0.0,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8566,Austin Croshere,2002,0,0.0,26.0,1286.0,14.3,0.518,0.324,0.254,6.7,18.8,10.1,1.1,1.6,11.9,19.9,1.2,1.4,2.6,0.098,0.4,-0.4,0.1,0.7,0.27,-0.34,104.1,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8567,Antonio Harvey,2002,0,0.0,31.0,47.0,7.8,0.349,0.0,0.167,12.8,9.9,15.1,1.1,4.8,18.9,15.7,0.0,0.0,0.0,-0.007,-4.1,1.0,-3.1,0.0,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8568,Shammond Williams,2002,0,0.0,26.0,603.0,14.3,0.526,0.389,0.202,3.2,9.0,21.0,1.9,0.3,14.3,18.9,0.8,0.3,1.2,0.095,1.3,-0.7,0.6,0.4,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8569,Ansu Sesay,2002,0,0.0,25.0,142.0,15.5,0.549,0.0,0.455,5.9,10.6,8.9,1.1,1.1,3.6,17.9,0.4,0.1,0.5,0.156,-0.4,-1.4,-1.8,0.0,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8570,Brent Barry,2002,0,0.0,30.0,3040.0,19.3,0.652,0.49,0.296,2.3,14.6,21.3,2.6,0.9,15.6,16.2,8.8,3.3,12.1,0.191,3.8,1.6,5.5,5.8,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8571,Gary Payton,2002,0,0.043,33.0,3301.0,22.9,0.526,0.15,0.212,2.9,11.1,39.4,2.1,0.6,10.8,27.2,10.1,2.5,12.6,0.183,5.2,-0.2,5.1,5.9,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8572,Earl Watson,2002,0,0.0,22.0,964.0,11.6,0.507,0.208,0.17,3.9,6.2,18.8,3.4,0.4,18.3,13.4,0.7,0.8,1.5,0.076,-1.8,1.6,-0.2,0.4,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8573,Rashard Lewis,2002,0,0.0,22.0,2585.0,18.5,0.564,0.325,0.206,6.5,16.1,7.8,2.2,1.2,8.4,20.8,5.9,2.7,8.6,0.16,3.1,-0.1,3.0,3.2,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
8574,Vladimir Radmanović,2002,0,0.0,21.0,1230.0,12.7,0.528,0.444,0.203,4.4,17.4,9.8,2.5,1.5,15.7,17.3,0.6,1.5,2.1,0.084,-0.2,0.8,0.6,0.8,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8575,Randy Livingston,2002,0,0.0,26.0,176.0,12.0,0.348,0.148,0.204,6.2,10.5,21.0,2.8,0.9,3.3,16.1,0.1,0.2,0.2,0.065,-1.7,0.9,-0.8,0.1,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0
8576,Art Long,2002,0,0.0,29.0,989.0,10.7,0.506,0.0,0.348,13.0,16.9,6.2,1.2,2.1,18.3,16.2,0.4,0.9,1.4,0.066,-3.9,-0.9,-4.8,-0.7,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8577,Olumide Oyedeji,2002,0,0.0,20.0,221.0,11.2,0.562,0.0,0.439,14.7,27.3,2.6,1.0,0.7,22.3,13.2,0.2,0.3,0.4,0.098,-3.3,-1.9,-5.2,-0.2,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8578,Jerome James,2002,0,0.0,26.0,949.0,11.9,0.498,0.0,0.22,11.3,17.5,3.9,1.4,6.9,19.8,18.3,-0.4,1.3,0.9,0.045,-5.2,1.0,-4.3,-0.5,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8579,Calvin Booth,2002,0,0.0,25.0,279.0,11.9,0.502,0.0,0.293,8.6,14.1,8.6,1.2,3.5,14.7,18.1,0.2,0.3,0.5,0.082,-3.3,0.2,-3.0,0.0,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8580,Predrag Drobnjak,2002,0,0.0,26.0,1174.0,12.7,0.49,0.005,0.176,7.7,14.2,6.9,0.9,2.0,10.3,19.7,0.8,0.8,1.6,0.065,-2.0,-1.5,-3.4,-0.4,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
8581,Desmond Mason,2002,0,0.0,24.0,2420.0,13.4,0.533,0.077,0.308,4.6,12.4,6.7,1.5,0.8,10.6,18.8,3.0,1.6,4.7,0.093,-0.7,-0.9,-1.7,0.2,3.02,0.22,108.9,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0
